Candidate_ID,Full_Name,Gender,Demographic_Cohort,Requisition_ID,Applied_Date,Source_Channel,Current_Stage,Disposition_Reason,Resume_Screen_Score,Phone_Screen_Score,Work_Sample_Score,Structured_Interview_Score,Job_Knowledge_Score,Composite_Score,Subjective_Impression_Score,Bias_Variance_Gap,Offer_Extended,Offer_Accepted,Hired_Date
CAND-2026-1040,Synthetic Candidate 1040,Female,Focal Group,REQ-2026-ENG-G1,2026-01-13,LinkedIn Recruiter,Shortlisted,Not advanced to standardized assessment,3.40,3.20,,,,,,,No,No,
CAND-2026-1041,Synthetic Candidate 1041,Male,Reference Group,REQ-2026-ENG-G1,2026-01-20,Skills Academy,Shortlisted,Not advanced to standardized assessment,4.10,4.30,,,,,,,No,No,
CAND-2026-1042,Synthetic Candidate 1042,Male,Reference Group,REQ-2026-ENG-G1,2026-01-14,Direct Career Portal,Shortlisted,Not advanced to standardized assessment,3.40,3.80,,,,,,,No,No,
CAND-2026-1043,Synthetic Candidate 1043,Male,Reference Group,REQ-2026-ENG-G1,2026-01-21,Regional Hiring Drive,Shortlisted,Not advanced to standardized assessment,4.10,3.30,,,,,,,No,No,
CAND-2026-1044,Synthetic Candidate 1044,Female,Focal Group,REQ-2026-ENG-G1,2026-01-15,Employee Referral,Shortlisted,Not advanced to standardized assessment,3.40,4.40,,,,,,,No,No,
CAND-2026-1045,Synthetic Candidate 1045,Female,Focal Group,REQ-2026-ENG-G1,2026-01-22,LinkedIn Recruiter,Shortlisted,Not advanced to standardized assessment,4.10,3.90,,,,,,,No,No,
CAND-2026-1046,Synthetic Candidate 1046,Male,Reference Group,REQ-2026-ENG-G1,2026-01-16,Skills Academy,Shortlisted,Not advanced to standardized assessment,3.40,3.40,,,,,,,No,No,
CAND-2026-1047,Synthetic Candidate 1047,Male,Reference Group,REQ-2026-ENG-G1,2026-01-10,Direct Career Portal,Shortlisted,Not advanced to standardized assessment,4.10,4.50,,,,,,,No,No,
CAND-2026-1048,Synthetic Candidate 1048,Male,Reference Group,REQ-2026-ENG-G1,2026-01-17,Regional Hiring Drive,Shortlisted,Not advanced to standardized assessment,3.40,4.00,,,,,,,No,No,
CAND-2026-1049,Synthetic Candidate 1049,Female,Focal Group,REQ-2026-ENG-G1,2026-01-11,Employee Referral,Shortlisted,Not advanced to standardized assessment,4.10,3.50,,,,,,,No,No,
CAND-2026-1050,Synthetic Candidate 1050,Female,Focal Group,REQ-2026-ENG-G1,2026-01-18,LinkedIn Recruiter,Shortlisted,Not advanced to standardized assessment,3.40,4.60,,,,,,,No,No,
CAND-2026-1051,Synthetic Candidate 1051,Male,Reference Group,REQ-2026-ENG-G1,2026-01-12,Skills Academy,Shortlisted,Not advanced to standardized assessment,4.10,4.10,,,,,,,No,No,
CAND-2026-1052,Synthetic Candidate 1052,Male,Reference Group,REQ-2026-ENG-G1,2026-01-19,Direct Career Portal,Shortlisted,Not advanced to standardized assessment,3.40,3.60,,,,,,,No,No,
CAND-2026-1053,Synthetic Candidate 1053,Male,Reference Group,REQ-2026-ENG-G1,2026-01-13,Regional Hiring Drive,Shortlisted,Not advanced to standardized assessment,4.10,4.70,,,,,,,No,No,
CAND-2026-1054,Synthetic Candidate 1054,Female,Focal Group,REQ-2026-ENG-G1,2026-01-20,Employee Referral,Shortlisted,Not advanced to standardized assessment,3.40,4.20,,,,,,,No,No,
CAND-2026-1055,Synthetic Candidate 1055,Female,Focal Group,REQ-2026-ENG-G1,2026-01-14,LinkedIn Recruiter,Shortlisted,Not advanced to standardized assessment,4.10,3.70,,,,,,,No,No,
CAND-2026-1056,Synthetic Candidate 1056,Male,Reference Group,REQ-2026-ENG-G1,2026-01-21,Skills Academy,Shortlisted,Not advanced to standardized assessment,3.40,3.20,,,,,,,No,No,
CAND-2026-1057,Synthetic Candidate 1057,Male,Reference Group,REQ-2026-ENG-G1,2026-01-15,Direct Career Portal,Shortlisted,Not advanced to standardized assessment,4.10,4.30,,,,,,,No,No,
CAND-2026-1058,Synthetic Candidate 1058,Male,Reference Group,REQ-2026-ENG-G1,2026-01-22,Regional Hiring Drive,Shortlisted,Not advanced to standardized assessment,3.40,3.80,,,,,,,No,No,
CAND-2026-1059,Synthetic Candidate 1059,Female,Focal Group,REQ-2026-ENG-G1,2026-01-16,Employee Referral,Shortlisted,Not advanced to standardized assessment,4.10,3.30,,,,,,,No,No,
CAND-2026-1060,Synthetic Candidate 1060,Female,Focal Group,REQ-2026-ENG-G1,2026-01-10,LinkedIn Recruiter,Shortlisted,Not advanced to standardized assessment,3.40,4.40,,,,,,,No,No,
CAND-2026-1061,Synthetic Candidate 1061,Male,Reference Group,REQ-2026-ENG-G1,2026-01-17,Skills Academy,Shortlisted,Not advanced to standardized assessment,4.10,3.90,,,,,,,No,No,
CAND-2026-1062,Synthetic Candidate 1062,Male,Reference Group,REQ-2026-ENG-G1,2026-01-11,Direct Career Portal,Shortlisted,Not advanced to standardized assessment,3.40,3.40,,,,,,,No,No,
CAND-2026-1063,Synthetic Candidate 1063,Male,Reference Group,REQ-2026-ENG-G1,2026-01-18,Regional Hiring Drive,Shortlisted,Not advanced to standardized assessment,4.10,4.50,,,,,,,No,No,
CAND-2026-1064,Synthetic Candidate 1064,Female,Focal Group,REQ-2026-ENG-G1,2026-01-12,Employee Referral,Shortlisted,Not advanced to standardized assessment,3.40,4.00,,,,,,,No,No,
CAND-2026-1065,Synthetic Candidate 1065,Female,Focal Group,REQ-2026-ENG-G1,2026-01-19,LinkedIn Recruiter,Shortlisted,Not advanced to standardized assessment,4.10,3.50,,,,,,,No,No,
CAND-2026-1066,Synthetic Candidate 1066,Male,Reference Group,REQ-2026-ENG-G1,2026-01-13,Skills Academy,Shortlisted,Not advanced to standardized assessment,3.40,4.60,,,,,,,No,No,
CAND-2026-1067,Synthetic Candidate 1067,Male,Reference Group,REQ-2026-ENG-G1,2026-01-20,Direct Career Portal,Shortlisted,Not advanced to standardized assessment,4.10,4.10,,,,,,,No,No,
CAND-2026-1068,Synthetic Candidate 1068,Male,Reference Group,REQ-2026-ENG-G1,2026-01-14,Regional Hiring Drive,Shortlisted,Not advanced to standardized assessment,3.40,3.60,,,,,,,No,No,
CAND-2026-1069,Synthetic Candidate 1069,Female,Focal Group,REQ-2026-ENG-G1,2026-01-21,Employee Referral,Shortlisted,Not advanced to standardized assessment,4.10,4.70,,,,,,,No,No,
CAND-2026-1070,Synthetic Candidate 1070,Female,Focal Group,REQ-2026-ENG-G1,2026-01-15,LinkedIn Recruiter,Shortlisted,Not advanced to standardized assessment,3.40,4.20,,,,,,,No,No,
CAND-2026-1071,Synthetic Candidate 1071,Male,Reference Group,REQ-2026-ENG-G1,2026-01-22,Skills Academy,Shortlisted,Not advanced to standardized assessment,4.10,3.70,,,,,,,No,No,
CAND-2026-1072,Synthetic Candidate 1072,Male,Reference Group,REQ-2026-ENG-G1,2026-01-16,Direct Career Portal,Shortlisted,Not advanced to standardized assessment,3.40,3.20,,,,,,,No,No,
CAND-2026-1073,Synthetic Candidate 1073,Male,Reference Group,REQ-2026-ENG-G1,2026-01-10,Regional Hiring Drive,Shortlisted,Not advanced to standardized assessment,4.10,4.30,,,,,,,No,No,
CAND-2026-1074,Synthetic Candidate 1074,Female,Focal Group,REQ-2026-ENG-G1,2026-01-17,Employee Referral,Shortlisted,Not advanced to standardized assessment,3.40,3.80,,,,,,,No,No,
CAND-2026-1075,Synthetic Candidate 1075,Female,Focal Group,REQ-2026-ENG-G1,2026-01-11,LinkedIn Recruiter,Shortlisted,Not advanced to standardized assessment,4.10,3.30,,,,,,,No,No,
CAND-2026-1076,Synthetic Candidate 1076,Male,Reference Group,REQ-2026-ENG-G1,2026-01-18,Skills Academy,Shortlisted,Not advanced to standardized assessment,3.40,4.40,,,,,,,No,No,
CAND-2026-1077,Synthetic Candidate 1077,Male,Reference Group,REQ-2026-ENG-G1,2026-01-12,Direct Career Portal,Shortlisted,Not advanced to standardized assessment,4.10,3.90,,,,,,,No,No,
CAND-2026-1078,Synthetic Candidate 1078,Male,Reference Group,REQ-2026-ENG-G1,2026-01-19,Regional Hiring Drive,Shortlisted,Not advanced to standardized assessment,3.40,3.40,,,,,,,No,No,
CAND-2026-1079,Synthetic Candidate 1079,Female,Focal Group,REQ-2026-ENG-G1,2026-01-13,Employee Referral,Shortlisted,Not advanced to standardized assessment,4.10,4.50,,,,,,,No,No,
CAND-2026-1080,Synthetic Candidate 1080,Female,Focal Group,REQ-2026-ENG-G1,2026-01-20,LinkedIn Recruiter,Shortlisted,Not advanced to standardized assessment,3.40,4.00,,,,,,,No,No,
CAND-2026-1081,Synthetic Candidate 1081,Male,Reference Group,REQ-2026-ENG-G1,2026-01-14,Skills Academy,Shortlisted,Not advanced to standardized assessment,4.10,3.50,,,,,,,No,No,
CAND-2026-1082,Synthetic Candidate 1082,Male,Reference Group,REQ-2026-ENG-G1,2026-01-21,Direct Career Portal,Shortlisted,Not advanced to standardized assessment,3.40,4.60,,,,,,,No,No,
CAND-2026-1083,Synthetic Candidate 1083,Male,Reference Group,REQ-2026-ENG-G1,2026-01-15,Regional Hiring Drive,Shortlisted,Not advanced to standardized assessment,4.10,4.10,,,,,,,No,No,
CAND-2026-1084,Synthetic Candidate 1084,Female,Focal Group,REQ-2026-ENG-G1,2026-01-22,Employee Referral,Shortlisted,Not advanced to standardized assessment,3.40,3.60,,,,,,,No,No,
CAND-2026-1085,Synthetic Candidate 1085,Female,Focal Group,REQ-2026-ENG-G1,2026-01-16,LinkedIn Recruiter,Shortlisted,Not advanced to standardized assessment,4.10,4.70,,,,,,,No,No,
CAND-2026-1086,Synthetic Candidate 1086,Male,Reference Group,REQ-2026-ENG-G1,2026-01-10,Skills Academy,Shortlisted,Not advanced to standardized assessment,3.40,4.20,,,,,,,No,No,
CAND-2026-1087,Synthetic Candidate 1087,Male,Reference Group,REQ-2026-ENG-G1,2026-01-17,Direct Career Portal,Shortlisted,Not advanced to standardized assessment,4.10,3.70,,,,,,,No,No,
CAND-2026-1088,Synthetic Candidate 1088,Male,Reference Group,REQ-2026-ENG-G1,2026-01-11,Regional Hiring Drive,Shortlisted,Not advanced to standardized assessment,3.40,3.20,,,,,,,No,No,
CAND-2026-1089,Synthetic Candidate 1089,Female,Focal Group,REQ-2026-ENG-G1,2026-01-18,Employee Referral,Shortlisted,Not advanced to standardized assessment,4.10,4.30,,,,,,,No,No,
CAND-2026-1090,Synthetic Candidate 1090,Female,Focal Group,REQ-2026-ENG-G1,2026-01-12,LinkedIn Recruiter,Shortlisted,Not advanced to standardized assessment,3.40,3.80,,,,,,,No,No,
CAND-2026-1091,Synthetic Candidate 1091,Male,Reference Group,REQ-2026-ENG-G1,2026-01-19,Skills Academy,Shortlisted,Not advanced to standardized assessment,4.10,3.30,,,,,,,No,No,
CAND-2026-1092,Synthetic Candidate 1092,Male,Reference Group,REQ-2026-ENG-G1,2026-01-13,Direct Career Portal,Shortlisted,Not advanced to standardized assessment,3.40,4.40,,,,,,,No,No,
CAND-2026-1093,Synthetic Candidate 1093,Male,Reference Group,REQ-2026-ENG-G1,2026-01-20,Regional Hiring Drive,Shortlisted,Not advanced to standardized assessment,4.10,3.90,,,,,,,No,No,
CAND-2026-1094,Synthetic Candidate 1094,Female,Focal Group,REQ-2026-ENG-G1,2026-01-14,Employee Referral,Shortlisted,Not advanced to standardized assessment,3.40,3.40,,,,,,,No,No,
CAND-2026-1095,Synthetic Candidate 1095,Female,Focal Group,REQ-2026-ENG-G1,2026-01-21,LinkedIn Recruiter,Shortlisted,Not advanced to standardized assessment,4.10,4.50,,,,,,,No,No,
CAND-2026-1096,Synthetic Candidate 1096,Male,Reference Group,REQ-2026-ENG-G1,2026-01-15,Skills Academy,Shortlisted,Not advanced to standardized assessment,3.40,4.00,,,,,,,No,No,
CAND-2026-1097,Synthetic Candidate 1097,Male,Reference Group,REQ-2026-ENG-G1,2026-01-22,Direct Career Portal,Shortlisted,Not advanced to standardized assessment,4.10,3.50,,,,,,,No,No,
CAND-2026-1098,Synthetic Candidate 1098,Male,Reference Group,REQ-2026-ENG-G1,2026-01-16,Regional Hiring Drive,Shortlisted,Not advanced to standardized assessment,3.40,4.60,,,,,,,No,No,
CAND-2026-1099,Synthetic Candidate 1099,Female,Focal Group,REQ-2026-ENG-G1,2026-01-10,Employee Referral,Shortlisted,Not advanced to standardized assessment,4.10,4.10,,,,,,,No,No,
CAND-2026-1100,Synthetic Candidate 1100,Female,Focal Group,REQ-2026-ENG-G1,2026-01-17,LinkedIn Recruiter,Shortlisted,Not advanced to standardized assessment,3.40,3.60,,,,,,,No,No,
CAND-2026-1101,Synthetic Candidate 1101,Male,Reference Group,REQ-2026-ENG-G1,2026-01-11,Skills Academy,Shortlisted,Not advanced to standardized assessment,4.10,4.70,,,,,,,No,No,
CAND-2026-1102,Synthetic Candidate 1102,Male,Reference Group,REQ-2026-ENG-G1,2026-01-18,Direct Career Portal,Shortlisted,Not advanced to standardized assessment,3.40,4.20,,,,,,,No,No,
CAND-2026-1103,Synthetic Candidate 1103,Male,Reference Group,REQ-2026-ENG-G1,2026-01-12,Regional Hiring Drive,Shortlisted,Not advanced to standardized assessment,4.10,3.70,,,,,,,No,No,
CAND-2026-1104,Synthetic Candidate 1104,Female,Focal Group,REQ-2026-ENG-G1,2026-01-19,Employee Referral,Shortlisted,Not advanced to standardized assessment,3.40,3.20,,,,,,,No,No,
CAND-2026-1105,Synthetic Candidate 1105,Female,Focal Group,REQ-2026-ENG-G1,2026-01-13,LinkedIn Recruiter,Shortlisted,Not advanced to standardized assessment,4.10,4.30,,,,,,,No,No,
CAND-2026-1106,Synthetic Candidate 1106,Male,Reference Group,REQ-2026-ENG-G1,2026-01-20,Skills Academy,Shortlisted,Not advanced to standardized assessment,3.40,3.80,,,,,,,No,No,
CAND-2026-1107,Synthetic Candidate 1107,Male,Reference Group,REQ-2026-ENG-G1,2026-01-14,Direct Career Portal,Shortlisted,Not advanced to standardized assessment,4.10,3.30,,,,,,,No,No,
CAND-2026-1108,Synthetic Candidate 1108,Male,Reference Group,REQ-2026-ENG-G1,2026-01-21,Regional Hiring Drive,Shortlisted,Not advanced to standardized assessment,3.40,4.40,,,,,,,No,No,
CAND-2026-1109,Synthetic Candidate 1109,Female,Focal Group,REQ-2026-ENG-G1,2026-01-15,Employee Referral,Shortlisted,Not advanced to standardized assessment,4.10,3.90,,,,,,,No,No,
CAND-2026-1110,Synthetic Candidate 1110,Female,Focal Group,REQ-2026-ENG-G1,2026-01-22,LinkedIn Recruiter,Shortlisted,Not advanced to standardized assessment,3.40,3.40,,,,,,,No,No,
CAND-2026-1111,Synthetic Candidate 1111,Male,Reference Group,REQ-2026-ENG-G1,2026-01-16,Skills Academy,Shortlisted,Not advanced to standardized assessment,4.10,4.50,,,,,,,No,No,
CAND-2026-1112,Synthetic Candidate 1112,Male,Reference Group,REQ-2026-ENG-G1,2026-01-10,Direct Career Portal,Shortlisted,Not advanced to standardized assessment,3.40,4.00,,,,,,,No,No,
CAND-2026-1113,Synthetic Candidate 1113,Male,Reference Group,REQ-2026-ENG-G1,2026-01-17,Regional Hiring Drive,Shortlisted,Not advanced to standardized assessment,4.10,3.50,,,,,,,No,No,
CAND-2026-1114,Synthetic Candidate 1114,Female,Focal Group,REQ-2026-ENG-G1,2026-01-11,Employee Referral,Shortlisted,Not advanced to standardized assessment,3.40,4.60,,,,,,,No,No,
CAND-2026-1115,Synthetic Candidate 1115,Female,Focal Group,REQ-2026-ENG-G1,2026-01-18,LinkedIn Recruiter,Shortlisted,Not advanced to standardized assessment,4.10,4.10,,,,,,,No,No,
CAND-2026-1116,Synthetic Candidate 1116,Male,Reference Group,REQ-2026-ENG-G1,2026-01-12,Skills Academy,Shortlisted,Not advanced to standardized assessment,3.40,3.60,,,,,,,No,No,
CAND-2026-1117,Synthetic Candidate 1117,Male,Reference Group,REQ-2026-ENG-G1,2026-01-19,Direct Career Portal,Shortlisted,Not advanced to standardized assessment,4.10,4.70,,,,,,,No,No,
CAND-2026-1118,Synthetic Candidate 1118,Male,Reference Group,REQ-2026-ENG-G1,2026-01-13,Regional Hiring Drive,Shortlisted,Not advanced to standardized assessment,3.40,4.20,,,,,,,No,No,
CAND-2026-1119,Synthetic Candidate 1119,Female,Focal Group,REQ-2026-ENG-G1,2026-01-20,Employee Referral,Shortlisted,Not advanced to standardized assessment,4.10,3.70,,,,,,,No,No,
CAND-2026-1120,Synthetic Candidate 1120,Female,Focal Group,REQ-2026-ENG-G1,2026-01-14,LinkedIn Recruiter,Shortlisted,Not advanced to standardized assessment,3.40,3.20,,,,,,,No,No,
CAND-2026-1121,Synthetic Candidate 1121,Male,Reference Group,REQ-2026-ENG-G1,2026-01-21,Skills Academy,Shortlisted,Not advanced to standardized assessment,4.10,4.30,,,,,,,No,No,
CAND-2026-1122,Synthetic Candidate 1122,Male,Reference Group,REQ-2026-ENG-G1,2026-01-15,Direct Career Portal,Shortlisted,Not advanced to standardized assessment,3.40,3.80,,,,,,,No,No,
CAND-2026-1123,Synthetic Candidate 1123,Male,Reference Group,REQ-2026-ENG-G1,2026-01-22,Regional Hiring Drive,Shortlisted,Not advanced to standardized assessment,4.10,3.30,,,,,,,No,No,
CAND-2026-1124,Synthetic Candidate 1124,Female,Focal Group,REQ-2026-ENG-G1,2026-01-16,Employee Referral,Shortlisted,Not advanced to standardized assessment,3.40,4.40,,,,,,,No,No,
CAND-2026-1125,Synthetic Candidate 1125,Female,Focal Group,REQ-2026-ENG-G1,2026-01-10,LinkedIn Recruiter,Shortlisted,Not advanced to standardized assessment,4.10,3.90,,,,,,,No,No,
CAND-2026-1126,Synthetic Candidate 1126,Male,Reference Group,REQ-2026-ENG-G1,2026-01-17,Skills Academy,Shortlisted,Not advanced to standardized assessment,3.40,3.40,,,,,,,No,No,
CAND-2026-1127,Synthetic Candidate 1127,Male,Reference Group,REQ-2026-ENG-G1,2026-01-11,Direct Career Portal,Shortlisted,Not advanced to standardized assessment,4.10,4.50,,,,,,,No,No,
CAND-2026-1128,Synthetic Candidate 1128,Male,Reference Group,REQ-2026-ENG-G1,2026-01-18,Regional Hiring Drive,Shortlisted,Not advanced to standardized assessment,3.40,4.00,,,,,,,No,No,
CAND-2026-1129,Synthetic Candidate 1129,Female,Focal Group,REQ-2026-ENG-G1,2026-01-12,Employee Referral,Shortlisted,Not advanced to standardized assessment,4.10,3.50,,,,,,,No,No,
CAND-2026-1130,Synthetic Candidate 1130,Female,Focal Group,REQ-2026-ENG-G1,2026-01-19,LinkedIn Recruiter,Shortlisted,Not advanced to standardized assessment,3.40,4.60,,,,,,,No,No,
CAND-2026-1131,Synthetic Candidate 1131,Male,Reference Group,REQ-2026-ENG-G1,2026-01-13,Skills Academy,Shortlisted,Not advanced to standardized assessment,4.10,4.10,,,,,,,No,No,
CAND-2026-1132,Synthetic Candidate 1132,Male,Reference Group,REQ-2026-ENG-G1,2026-01-20,Direct Career Portal,Shortlisted,Not advanced to standardized assessment,3.40,3.60,,,,,,,No,No,
CAND-2026-1133,Synthetic Candidate 1133,Male,Reference Group,REQ-2026-ENG-G1,2026-01-14,Regional Hiring Drive,Shortlisted,Not advanced to standardized assessment,4.10,4.70,,,,,,,No,No,
CAND-2026-1134,Synthetic Candidate 1134,Female,Focal Group,REQ-2026-ENG-G1,2026-01-21,Employee Referral,Shortlisted,Not advanced to standardized assessment,3.40,4.20,,,,,,,No,No,
CAND-2026-1135,Synthetic Candidate 1135,Female,Focal Group,REQ-2026-ENG-G1,2026-01-15,LinkedIn Recruiter,Shortlisted,Not advanced to standardized assessment,4.10,3.70,,,,,,,No,No,
CAND-2026-1136,Synthetic Candidate 1136,Male,Reference Group,REQ-2026-ENG-G1,2026-01-22,Skills Academy,Shortlisted,Not advanced to standardized assessment,3.40,3.20,,,,,,,No,No,
CAND-2026-1137,Synthetic Candidate 1137,Male,Reference Group,REQ-2026-ENG-G1,2026-01-16,Direct Career Portal,Shortlisted,Not advanced to standardized assessment,4.10,4.30,,,,,,,No,No,
CAND-2026-1138,Synthetic Candidate 1138,Male,Reference Group,REQ-2026-ENG-G1,2026-01-10,Regional Hiring Drive,Shortlisted,Not advanced to standardized assessment,3.40,3.80,,,,,,,No,No,
CAND-2026-1139,Synthetic Candidate 1139,Female,Focal Group,REQ-2026-ENG-G1,2026-01-17,Employee Referral,Shortlisted,Not advanced to standardized assessment,4.10,3.30,,,,,,,No,No,
CAND-2026-1140,Synthetic Candidate 1140,Female,Focal Group,REQ-2026-ENG-G1,2026-01-11,LinkedIn Recruiter,Shortlisted,Not advanced to standardized assessment,3.40,4.40,,,,,,,No,No,
CAND-2026-1141,Synthetic Candidate 1141,Male,Reference Group,REQ-2026-ENG-G1,2026-01-18,Skills Academy,Shortlisted,Not advanced to standardized assessment,4.10,3.90,,,,,,,No,No,
CAND-2026-1142,Synthetic Candidate 1142,Male,Reference Group,REQ-2026-ENG-G1,2026-01-12,Direct Career Portal,Shortlisted,Not advanced to standardized assessment,3.40,3.40,,,,,,,No,No,
CAND-2026-1143,Synthetic Candidate 1143,Male,Reference Group,REQ-2026-ENG-G1,2026-01-19,Regional Hiring Drive,Shortlisted,Not advanced to standardized assessment,4.10,4.50,,,,,,,No,No,
CAND-2026-1144,Synthetic Candidate 1144,Female,Focal Group,REQ-2026-ENG-G1,2026-01-13,Employee Referral,Shortlisted,Not advanced to standardized assessment,3.40,4.00,,,,,,,No,No,
CAND-2026-1145,Synthetic Candidate 1145,Female,Focal Group,REQ-2026-ENG-G1,2026-01-20,LinkedIn Recruiter,Shortlisted,Not advanced to standardized assessment,4.10,3.50,,,,,,,No,No,
CAND-2026-1146,Synthetic Candidate 1146,Male,Reference Group,REQ-2026-ENG-G1,2026-01-14,Skills Academy,Shortlisted,Not advanced to standardized assessment,3.40,4.60,,,,,,,No,No,
CAND-2026-1147,Synthetic Candidate 1147,Male,Reference Group,REQ-2026-ENG-G1,2026-01-21,Direct Career Portal,Shortlisted,Not advanced to standardized assessment,4.10,4.10,,,,,,,No,No,
CAND-2026-1148,Synthetic Candidate 1148,Male,Reference Group,REQ-2026-ENG-G1,2026-01-15,Regional Hiring Drive,Shortlisted,Not advanced to standardized assessment,3.40,3.60,,,,,,,No,No,
CAND-2026-1149,Synthetic Candidate 1149,Female,Focal Group,REQ-2026-ENG-G1,2026-01-22,Employee Referral,Shortlisted,Not advanced to standardized assessment,4.10,4.70,,,,,,,No,No,
CAND-2026-1150,Synthetic Candidate 1150,Female,Focal Group,REQ-2026-ENG-G1,2026-01-16,LinkedIn Recruiter,Shortlisted,Not advanced to standardized assessment,3.40,4.20,,,,,,,No,No,
CAND-2026-1151,Synthetic Candidate 1151,Male,Reference Group,REQ-2026-ENG-G1,2026-01-10,Skills Academy,Shortlisted,Not advanced to standardized assessment,4.10,3.70,,,,,,,No,No,
CAND-2026-1152,Synthetic Candidate 1152,Male,Reference Group,REQ-2026-ENG-G1,2026-01-17,Direct Career Portal,Shortlisted,Not advanced to standardized assessment,3.40,3.20,,,,,,,No,No,
CAND-2026-1153,Synthetic Candidate 1153,Male,Reference Group,REQ-2026-ENG-G1,2026-01-11,Regional Hiring Drive,Shortlisted,Not advanced to standardized assessment,4.10,4.30,,,,,,,No,No,
CAND-2026-1154,Synthetic Candidate 1154,Female,Focal Group,REQ-2026-ENG-G1,2026-01-18,Employee Referral,Shortlisted,Not advanced to standardized assessment,3.40,3.80,,,,,,,No,No,
CAND-2026-1155,Synthetic Candidate 1155,Female,Focal Group,REQ-2026-ENG-G1,2026-01-12,LinkedIn Recruiter,Shortlisted,Not advanced to standardized assessment,4.10,3.30,,,,,,,No,No,
CAND-2026-1156,Synthetic Candidate 1156,Male,Reference Group,REQ-2026-ENG-G1,2026-01-19,Skills Academy,Shortlisted,Not advanced to standardized assessment,3.40,4.40,,,,,,,No,No,
CAND-2026-1157,Synthetic Candidate 1157,Male,Reference Group,REQ-2026-ENG-G1,2026-01-13,Direct Career Portal,Shortlisted,Not advanced to standardized assessment,4.10,3.90,,,,,,,No,No,
CAND-2026-1158,Synthetic Candidate 1158,Male,Reference Group,REQ-2026-ENG-G1,2026-01-20,Regional Hiring Drive,Shortlisted,Not advanced to standardized assessment,3.40,3.40,,,,,,,No,No,
CAND-2026-1159,Synthetic Candidate 1159,Female,Focal Group,REQ-2026-ENG-G1,2026-01-14,Employee Referral,Shortlisted,Not advanced to standardized assessment,4.10,4.50,,,,,,,No,No,
CAND-2026-1160,Synthetic Candidate 1160,Female,Focal Group,REQ-2026-ENG-G1,2026-01-21,LinkedIn Recruiter,Shortlisted,Not advanced to standardized assessment,3.40,4.00,,,,,,,No,No,
CAND-2026-1161,Synthetic Candidate 1161,Male,Reference Group,REQ-2026-ENG-G1,2026-01-15,Skills Academy,Shortlisted,Not advanced to standardized assessment,4.10,3.50,,,,,,,No,No,
CAND-2026-1162,Synthetic Candidate 1162,Male,Reference Group,REQ-2026-ENG-G1,2026-01-22,Direct Career Portal,Shortlisted,Not advanced to standardized assessment,3.40,4.60,,,,,,,No,No,
CAND-2026-1163,Synthetic Candidate 1163,Male,Reference Group,REQ-2026-ENG-G1,2026-01-16,Regional Hiring Drive,Shortlisted,Not advanced to standardized assessment,4.10,4.10,,,,,,,No,No,
CAND-2026-1164,Synthetic Candidate 1164,Female,Focal Group,REQ-2026-ENG-G1,2026-01-10,Employee Referral,Shortlisted,Not advanced to standardized assessment,3.40,3.60,,,,,,,No,No,
CAND-2026-1165,Synthetic Candidate 1165,Female,Focal Group,REQ-2026-ENG-G1,2026-01-17,LinkedIn Recruiter,Application Review,Automated job-related knockout criteria not met,2.90,,,,,,,,No,No,
CAND-2026-1166,Synthetic Candidate 1166,Male,Reference Group,REQ-2026-ENG-G1,2026-01-11,Skills Academy,Shortlisted,Not advanced to standardized assessment,3.40,4.20,,,,,,,No,No,
CAND-2026-1167,Synthetic Candidate 1167,Male,Reference Group,REQ-2026-ENG-G1,2026-01-18,Direct Career Portal,Shortlisted,Not advanced to standardized assessment,4.10,3.70,,,,,,,No,No,
CAND-2026-1168,Synthetic Candidate 1168,Male,Reference Group,REQ-2026-ENG-G1,2026-01-12,Regional Hiring Drive,Shortlisted,Not advanced to standardized assessment,3.40,3.20,,,,,,,No,No,
CAND-2026-1169,Synthetic Candidate 1169,Female,Focal Group,REQ-2026-ENG-G1,2026-01-19,Employee Referral,Application Review,Automated job-related knockout criteria not met,3.30,,,,,,,,No,No,
CAND-2026-1170,Synthetic Candidate 1170,Female,Focal Group,REQ-2026-ENG-G1,2026-01-13,LinkedIn Recruiter,Application Review,Automated job-related knockout criteria not met,2.80,,,,,,,,No,No,
CAND-2026-1171,Synthetic Candidate 1171,Male,Reference Group,REQ-2026-ENG-G1,2026-01-20,Skills Academy,Shortlisted,Not advanced to standardized assessment,4.10,3.30,,,,,,,No,No,
CAND-2026-1172,Synthetic Candidate 1172,Male,Reference Group,REQ-2026-ENG-G1,2026-01-14,Direct Career Portal,Shortlisted,Not advanced to standardized assessment,3.40,4.40,,,,,,,No,No,
CAND-2026-1173,Synthetic Candidate 1173,Male,Reference Group,REQ-2026-ENG-G1,2026-01-21,Regional Hiring Drive,Shortlisted,Not advanced to standardized assessment,4.10,3.90,,,,,,,No,No,
CAND-2026-1174,Synthetic Candidate 1174,Female,Focal Group,REQ-2026-ENG-G1,2026-01-15,Employee Referral,Application Review,Automated job-related knockout criteria not met,3.20,,,,,,,,No,No,
CAND-2026-1175,Synthetic Candidate 1175,Female,Focal Group,REQ-2026-ENG-G1,2026-01-22,LinkedIn Recruiter,Application Review,Automated job-related knockout criteria not met,2.70,,,,,,,,No,No,
