Employee_ID,Department,Job_Family,Job_Level,Location,Gender,Workforce_Category,Employment_Type,Hire_Date,Exit_Date,Employment_Status,Monthly_Salary_AED,Band_Mid_AED,Compa_Ratio,Performance_Rating,Engagement_Score,Training_Hours_YTD,Absence_Days_YTD,Critical_Role,Regrettable_Exit
UAE-SYN-0183,Technology,Technology,L1,Abu Dhabi,Man,UAE National,Permanent,2020-09-11,,Active,12300,11500,1.07,4,74,32,7,No,
UAE-SYN-0184,Operations,Operations,L4,Dubai,Woman,International,Permanent,2025-02-24,,Active,25700,25600,1.004,5,72,24,5,No,
UAE-SYN-0185,Finance,Finance,L1,Abu Dhabi,Woman,International,Permanent,2019-06-15,,Active,9900,9200,1.076,3,78,22,7,No,
UAE-SYN-0186,Operations,Operations,L3,Abu Dhabi,Woman,International,Permanent,2026-01-02,,Active,15700,16900,0.929,3,54,47,5,No,
UAE-SYN-0187,People & Culture,People & Culture,L2,Dubai,Man,International,Permanent,2020-09-27,,Active,13300,13000,1.023,4,57,24,6,Yes,
UAE-SYN-0188,Customer Experience,Customer Experience,L2,Dubai,Man,International,Permanent,2025-03-22,,Active,8700,10500,0.829,3,88,40,4,No,
UAE-SYN-0189,Sales,Commercial,L2,Dubai,Man,International,Permanent,2023-04-16,,Active,10300,12700,0.811,3,76,22,8,No,
UAE-SYN-0190,Operations,Operations,L3,Abu Dhabi,Woman,International,Permanent,2022-08-11,,Active,17300,16900,1.024,3,82,42,5,Yes,
UAE-SYN-0191,Technology,Technology,L1,Sharjah,Woman,International,Permanent,2016-05-13,,Active,12400,11500,1.078,2,67,44,17,No,
UAE-SYN-0192,Operations,Operations,L1,Dubai,Man,International,Fixed-term,2017-08-15,,Active,7500,7200,1.042,3,74,33,7,No,
UAE-SYN-0193,People & Culture,People & Culture,L3,Dubai,Man,International,Permanent,2018-09-16,2025-10-21,Exited,19000,19700,0.964,2,69,6,6,No,No
UAE-SYN-0194,Technology,Technology,L1,Dubai,Woman,UAE National,Permanent,2024-04-06,,Active,11200,11500,0.974,3,63,22,4,No,
UAE-SYN-0195,People & Culture,People & Culture,L1,Dubai,Woman,International,Permanent,2021-04-22,,Active,8400,8400,1.0,2,86,36,3,No,
UAE-SYN-0196,Technology,Technology,L3,Abu Dhabi,Man,International,Permanent,2017-02-09,2024-10-16,Exited,26600,27000,0.985,3,70,17,10,No,No
UAE-SYN-0197,Finance,Finance,L1,Dubai,Man,International,Fixed-term,2023-06-14,2026-02-07,Exited,8800,9200,0.957,3,78,6,8,No,No
UAE-SYN-0198,Operations,Operations,L3,Abu Dhabi,Woman,International,Permanent,2023-10-18,,Active,15900,16900,0.941,4,80,20,5,No,
UAE-SYN-0199,Operations,Operations,L1,Sharjah,Man,International,Permanent,2022-09-05,,Active,7400,7200,1.028,4,68,8,13,Yes,
UAE-SYN-0200,Sales,Commercial,L1,Dubai,Woman,International,Permanent,2019-08-11,,Active,7400,8200,0.902,3,67,27,2,No,
UAE-SYN-0201,Sales,Commercial,L3,Sharjah,Woman,International,Fixed-term,2023-01-20,,Active,18700,19300,0.969,3,77,24,8,No,
UAE-SYN-0202,Operations,Operations,L3,Dubai,Woman,International,Permanent,2024-01-19,2026-01-27,Exited,15900,16900,0.941,2,94,41,5,No,No
UAE-SYN-0203,People & Culture,People & Culture,L1,Dubai,Woman,International,Permanent,2019-08-27,,Active,8600,8400,1.024,3,96,30,7,No,
UAE-SYN-0204,People & Culture,People & Culture,L1,Abu Dhabi,Man,International,Fixed-term,2026-02-21,,Active,8500,8400,1.012,4,75,22,8,No,
UAE-SYN-0205,Operations,Operations,L1,Dubai,Man,UAE National,Permanent,2021-01-23,,Active,7000,7200,0.972,4,77,28,9,No,
UAE-SYN-0206,Technology,Technology,L2,Dubai,Man,International,Permanent,2026-06-28,,Active,18800,17800,1.056,3,86,15,3,No,
UAE-SYN-0207,Finance,Finance,L2,Dubai,Woman,International,Permanent,2018-04-30,,Active,14900,14300,1.042,3,84,26,5,No,
UAE-SYN-0208,Finance,Finance,L1,Dubai,Woman,International,Permanent,2017-05-18,,Active,8400,9200,0.913,5,76,0,2,Yes,
UAE-SYN-0209,Finance,Finance,L1,Abu Dhabi,Man,International,Permanent,2024-07-08,2026-02-14,Exited,8700,9200,0.946,3,77,20,9,No,No
UAE-SYN-0210,Operations,Operations,L1,Abu Dhabi,Woman,International,Permanent,2026-03-28,,Active,7200,7200,1.0,3,76,18,5,No,
UAE-SYN-0211,Operations,Operations,L3,Sharjah,Man,UAE National,Permanent,2023-07-15,,Active,16000,16900,0.947,4,85,33,8,No,
UAE-SYN-0212,People & Culture,People & Culture,L1,Sharjah,Man,International,Permanent,2021-04-19,,Active,8100,8400,0.964,3,57,24,6,No,
UAE-SYN-0213,Sales,Commercial,L2,Abu Dhabi,Man,International,Permanent,2022-09-03,,Active,12600,12700,0.992,4,61,43,7,No,
UAE-SYN-0214,Finance,Finance,L2,Dubai,Man,International,Permanent,2020-07-21,,Active,14400,14300,1.007,3,82,14,10,No,
UAE-SYN-0215,Operations,Operations,L1,Dubai,Man,International,Permanent,2024-08-20,,Active,6600,7200,0.917,4,75,27,0,Yes,
UAE-SYN-0216,Sales,Commercial,L1,Dubai,Man,International,Permanent,2022-10-04,,Active,7400,8200,0.902,3,78,32,8,No,
UAE-SYN-0217,People & Culture,People & Culture,L2,Dubai,Man,International,Permanent,2017-02-04,,Active,14500,13000,1.115,3,80,10,8,No,
UAE-SYN-0218,Operations,Operations,L3,Dubai,Man,International,Fixed-term,2019-01-23,,Active,16200,16900,0.959,3,76,36,5,Yes,
UAE-SYN-0219,Operations,Operations,L2,Dubai,Woman,International,Permanent,2021-11-30,,Active,9900,11200,0.884,4,91,28,6,No,
UAE-SYN-0220,Sales,Commercial,L1,Dubai,Man,UAE National,Permanent,2016-08-10,,Active,8900,8200,1.085,2,64,51,7,No,
UAE-SYN-0221,Sales,Commercial,L2,Dubai,Woman,International,Permanent,2016-05-21,,Active,11800,12700,0.929,2,79,29,5,Yes,
UAE-SYN-0222,Technology,Technology,L1,Sharjah,Woman,International,Permanent,2021-08-07,2024-09-07,Exited,10600,11500,0.922,2,62,37,5,Yes,Yes
UAE-SYN-0223,Technology,Technology,L3,Abu Dhabi,Woman,International,Permanent,2021-07-11,,Active,24500,27000,0.907,5,79,27,2,No,
UAE-SYN-0224,People & Culture,People & Culture,L2,Abu Dhabi,Man,International,Fixed-term,2016-05-17,,Active,12900,13000,0.992,3,65,25,8,No,
UAE-SYN-0225,Customer Experience,Customer Experience,L3,Sharjah,Woman,UAE National,Permanent,2016-04-02,,Active,16200,16000,1.012,3,72,50,5,No,
UAE-SYN-0226,Finance,Finance,L2,Sharjah,Man,International,Permanent,2018-04-15,,Active,15300,14300,1.07,2,70,40,7,No,
UAE-SYN-0227,Customer Experience,Customer Experience,L2,Abu Dhabi,Man,International,Permanent,2018-02-18,,Active,10000,10500,0.952,3,62,27,2,No,
UAE-SYN-0228,Customer Experience,Customer Experience,L4,Dubai,Woman,International,Permanent,2023-07-21,,Active,22700,24100,0.942,3,96,44,5,No,
UAE-SYN-0229,Operations,Operations,L1,Abu Dhabi,Man,International,Permanent,2021-06-17,,Active,6500,7200,0.903,4,68,29,6,No,
UAE-SYN-0230,Sales,Commercial,L1,Abu Dhabi,Man,International,Permanent,2016-05-22,,Active,7700,8200,0.939,3,77,24,9,Yes,
UAE-SYN-0231,Customer Experience,Customer Experience,L2,Dubai,Man,International,Permanent,2017-11-28,,Active,9700,10500,0.924,3,67,25,8,No,
UAE-SYN-0232,Customer Experience,Customer Experience,L1,Dubai,Man,International,Permanent,2017-05-31,,Active,6700,6800,0.985,5,72,28,13,No,
UAE-SYN-0233,Technology,Technology,L2,Sharjah,Man,International,Permanent,2017-09-03,2024-11-10,Exited,16200,17800,0.91,5,95,36,5,Yes,Yes
UAE-SYN-0234,Customer Experience,Customer Experience,L3,Abu Dhabi,Man,International,Permanent,2021-06-06,,Active,15800,16000,0.988,2,69,24,8,No,
UAE-SYN-0235,Technology,Technology,L1,Dubai,Man,International,Permanent,2022-09-11,,Active,12000,11500,1.043,4,46,0,8,No,
UAE-SYN-0236,Operations,Operations,L3,Dubai,Man,International,Permanent,2021-12-05,,Active,15700,16900,0.929,2,78,39,8,No,
UAE-SYN-0237,People & Culture,People & Culture,L2,Dubai,Man,International,Permanent,2019-07-26,2025-03-31,Exited,11900,13000,0.915,4,96,36,0,No,Yes
UAE-SYN-0238,Technology,Technology,L1,Dubai,Man,International,Permanent,2018-07-30,2026-04-27,Exited,11700,11500,1.017,3,58,35,9,No,No
UAE-SYN-0239,Operations,Operations,L1,Dubai,Man,International,Permanent,2022-03-24,,Active,7200,7200,1.0,4,68,28,8,No,
UAE-SYN-0240,Finance,Finance,L3,Dubai,Woman,International,Permanent,2017-12-31,,Active,20200,21600,0.935,4,83,8,11,No,
UAE-SYN-0241,Sales,Commercial,L2,Dubai,Woman,International,Permanent,2020-05-03,2025-04-15,Exited,12600,12700,0.992,4,73,38,6,No,Yes
UAE-SYN-0242,Technology,Technology,L2,Dubai,Man,International,Permanent,2023-08-04,,Active,18800,17800,1.056,3,96,20,0,No,
UAE-SYN-0243,Operations,Operations,L2,Abu Dhabi,Woman,International,Permanent,2022-01-01,,Active,10700,11200,0.955,3,66,45,5,No,
UAE-SYN-0244,Technology,Technology,L1,Abu Dhabi,Man,International,Permanent,2018-05-23,,Active,12400,11500,1.078,3,72,9,10,No,
UAE-SYN-0245,People & Culture,People & Culture,L1,Sharjah,Man,UAE National,Permanent,2019-08-05,,Active,8600,8400,1.024,3,78,11,3,No,
UAE-SYN-0246,Sales,Commercial,L3,Sharjah,Man,UAE National,Permanent,2021-09-02,,Active,17200,19300,0.891,2,58,17,1,No,
UAE-SYN-0247,Technology,Technology,L2,Sharjah,Woman,International,Permanent,2026-02-03,,Active,16900,17800,0.949,3,69,44,10,No,
UAE-SYN-0248,People & Culture,People & Culture,L3,Abu Dhabi,Man,UAE National,Permanent,2016-08-29,,Active,20400,19700,1.036,3,95,17,5,Yes,
UAE-SYN-0249,Sales,Commercial,L2,Dubai,Woman,International,Fixed-term,2026-06-16,,Active,13000,12700,1.024,4,78,33,6,No,
UAE-SYN-0250,Customer Experience,Customer Experience,L2,Dubai,Woman,UAE National,Permanent,2024-11-19,,Active,10000,10500,0.952,4,58,12,9,No,
UAE-SYN-0251,Customer Experience,Customer Experience,L1,Abu Dhabi,Man,International,Permanent,2024-06-03,,Active,5700,6800,0.838,2,73,15,6,No,
UAE-SYN-0252,Operations,Operations,L3,Dubai,Man,International,Permanent,2026-06-03,,Active,17200,16900,1.018,3,69,24,6,No,
UAE-SYN-0253,People & Culture,People & Culture,L1,Dubai,Man,International,Permanent,2024-10-07,2025-09-04,Exited,7600,8400,0.905,3,72,13,9,No,No
UAE-SYN-0254,People & Culture,People & Culture,L2,Sharjah,Man,International,Permanent,2020-11-11,,Active,11200,13000,0.862,4,89,28,4,No,
UAE-SYN-0255,Finance,Finance,L1,Abu Dhabi,Man,UAE National,Permanent,2021-11-28,,Active,9200,9200,1.0,4,78,31,5,No,
UAE-SYN-0256,Finance,Finance,L1,Dubai,Man,International,Permanent,2025-07-20,2025-12-16,Exited,9100,9200,0.989,3,68,24,9,No,No
UAE-SYN-0257,Sales,Commercial,L1,Abu Dhabi,Man,International,Permanent,2016-05-10,,Active,8500,8200,1.037,3,73,40,7,No,
UAE-SYN-0258,Operations,Operations,L1,Dubai,Woman,International,Permanent,2026-01-31,,Active,7300,7200,1.014,5,79,5,4,No,
UAE-SYN-0259,Operations,Operations,L2,Sharjah,Woman,International,Permanent,2022-09-15,,Active,10900,11200,0.973,2,71,34,8,No,
UAE-SYN-0260,Technology,Technology,L1,Dubai,Man,International,Permanent,2023-02-08,,Active,11800,11500,1.026,4,60,52,4,No,
UAE-SYN-0261,Operations,Operations,L2,Dubai,Man,International,Permanent,2024-03-24,2025-12-12,Exited,9600,11200,0.857,3,79,36,6,No,No
UAE-SYN-0262,Operations,Operations,L2,Abu Dhabi,Woman,International,Permanent,2023-01-04,,Active,10800,11200,0.964,3,79,13,8,No,
UAE-SYN-0263,Customer Experience,Customer Experience,L1,Dubai,Woman,International,Permanent,2022-07-27,,Active,6100,6800,0.897,3,80,19,9,No,
UAE-SYN-0264,Customer Experience,Customer Experience,L2,Sharjah,Woman,International,Permanent,2020-08-12,,Active,11400,10500,1.086,3,76,22,11,No,
UAE-SYN-0265,Sales,Commercial,L3,Dubai,Woman,International,Permanent,2022-08-22,,Active,17500,19300,0.907,1,69,33,4,No,
UAE-SYN-0266,Operations,Operations,L1,Abu Dhabi,Woman,International,Permanent,2022-09-11,,Active,6900,7200,0.958,3,75,37,11,No,
UAE-SYN-0267,Operations,Operations,L2,Dubai,Woman,International,Permanent,2020-12-14,,Active,9600,11200,0.857,3,86,0,12,No,
UAE-SYN-0268,People & Culture,People & Culture,L3,Dubai,Man,International,Permanent,2023-11-15,,Active,19100,19700,0.97,2,65,17,9,Yes,
UAE-SYN-0269,Sales,Commercial,L2,Dubai,Man,International,Permanent,2023-05-01,2024-10-11,Exited,11100,12700,0.874,4,61,23,6,No,Yes
UAE-SYN-0270,Operations,Operations,L1,Dubai,Man,International,Permanent,2023-04-28,,Active,6000,7200,0.833,4,80,24,2,No,
UAE-SYN-0271,Sales,Commercial,L2,Dubai,Man,International,Permanent,2018-08-30,,Active,12600,12700,0.992,4,76,41,5,No,
UAE-SYN-0272,Operations,Operations,L3,Abu Dhabi,Woman,UAE National,Permanent,2019-06-25,2026-06-27,Exited,13700,16900,0.811,3,87,29,8,No,No
UAE-SYN-0273,People & Culture,People & Culture,L3,Dubai,Woman,International,Permanent,2023-01-02,2025-05-01,Exited,18800,19700,0.954,4,82,33,7,No,Yes
UAE-SYN-0274,People & Culture,People & Culture,L1,Abu Dhabi,Man,International,Permanent,2020-05-11,,Active,8000,8400,0.952,2,96,41,9,No,
UAE-SYN-0275,People & Culture,People & Culture,L1,Dubai,Woman,International,Permanent,2017-04-28,,Active,9200,8400,1.095,4,87,30,10,No,
UAE-SYN-0276,Customer Experience,Customer Experience,L2,Dubai,Woman,International,Permanent,2020-04-07,,Active,10700,10500,1.019,4,70,0,4,No,
UAE-SYN-0277,Operations,Operations,L1,Dubai,Woman,International,Permanent,2023-11-07,,Active,8000,7200,1.111,5,60,20,3,No,
UAE-SYN-0278,Technology,Technology,L2,Dubai,Man,International,Permanent,2018-05-11,,Active,18100,17800,1.017,2,75,15,7,No,
UAE-SYN-0279,People & Culture,People & Culture,L1,Abu Dhabi,Man,International,Permanent,2025-01-11,,Active,8200,8400,0.976,2,47,28,7,No,
UAE-SYN-0280,People & Culture,People & Culture,L1,Abu Dhabi,Man,International,Permanent,2025-07-13,,Active,7600,8400,0.905,3,65,22,9,No,
UAE-SYN-0281,Technology,Technology,L1,Abu Dhabi,Woman,International,Permanent,2020-04-29,,Active,10600,11500,0.922,5,81,32,11,Yes,
UAE-SYN-0282,Operations,Operations,L3,Dubai,Woman,International,Permanent,2017-07-09,2024-08-20,Exited,17300,16900,1.024,4,76,18,4,No,Yes
UAE-SYN-0283,Operations,Operations,L1,Dubai,Man,International,Permanent,2016-06-02,,Active,7400,7200,1.028,4,71,38,6,No,
UAE-SYN-0284,Sales,Commercial,L1,Abu Dhabi,Man,International,Permanent,2025-02-10,,Active,7400,8200,0.902,5,96,9,8,No,
UAE-SYN-0285,Sales,Commercial,L1,Abu Dhabi,Woman,UAE National,Permanent,2017-09-21,2025-09-27,Exited,7800,8200,0.951,2,82,19,7,No,No
UAE-SYN-0286,Sales,Commercial,L1,Dubai,Woman,UAE National,Permanent,2023-09-13,,Active,8100,8200,0.988,3,68,29,10,No,
UAE-SYN-0287,Sales,Commercial,L1,Dubai,Man,International,Permanent,2020-10-27,,Active,8100,8200,0.988,4,72,47,4,No,
UAE-SYN-0288,Operations,Operations,L4,Dubai,Woman,International,Permanent,2021-03-10,,Active,28300,25600,1.105,4,66,17,5,No,
UAE-SYN-0289,Customer Experience,Customer Experience,L3,Dubai,Man,International,Permanent,2017-09-30,,Active,14000,16000,0.875,3,72,43,7,No,
UAE-SYN-0290,Operations,Operations,L3,Dubai,Man,International,Permanent,2020-10-11,,Active,16900,16900,1.0,2,52,30,17,Yes,
UAE-SYN-0291,Sales,Commercial,L2,Abu Dhabi,Man,International,Permanent,2026-06-01,,Active,12200,12700,0.961,3,74,3,8,No,
UAE-SYN-0292,People & Culture,People & Culture,L2,Sharjah,Woman,UAE National,Permanent,2020-06-11,,Active,11800,13000,0.908,4,87,22,4,No,
UAE-SYN-0293,Operations,Operations,L3,Dubai,Woman,International,Permanent,2021-03-21,,Active,18400,16900,1.089,2,87,23,12,No,
UAE-SYN-0294,Finance,Finance,L3,Dubai,Woman,International,Permanent,2022-06-15,2025-04-21,Exited,20500,21600,0.949,2,80,21,7,Yes,Yes
UAE-SYN-0295,Operations,Operations,L4,Dubai,Man,International,Permanent,2020-12-24,,Active,23300,25600,0.91,4,91,42,3,No,
UAE-SYN-0296,Operations,Operations,L2,Sharjah,Woman,International,Permanent,2019-07-13,,Active,11700,11200,1.045,4,67,17,6,No,
UAE-SYN-0297,Operations,Operations,L1,Abu Dhabi,Woman,International,Permanent,2016-09-30,,Active,7800,7200,1.083,4,81,6,8,No,
UAE-SYN-0298,Operations,Operations,L1,Abu Dhabi,Woman,UAE National,Permanent,2022-08-22,,Active,6900,7200,0.958,4,96,22,6,No,
UAE-SYN-0299,Sales,Commercial,L2,Dubai,Man,International,Permanent,2025-01-26,,Active,10600,12700,0.835,4,81,11,9,No,
UAE-SYN-0300,Finance,Finance,L1,Dubai,Man,International,Permanent,2024-09-15,,Active,7500,9200,0.815,3,66,16,7,No,
UAE-SYN-0301,Sales,Commercial,L3,Abu Dhabi,Man,International,Permanent,2021-05-10,,Active,20100,19300,1.041,3,74,21,8,No,
UAE-SYN-0302,Operations,Operations,L1,Dubai,Man,International,Permanent,2016-06-29,,Active,7400,7200,1.028,3,69,28,7,No,
UAE-SYN-0303,Technology,Technology,L1,Abu Dhabi,Woman,International,Permanent,2020-01-04,2024-11-19,Exited,11500,11500,1.0,4,71,10,4,No,Yes
UAE-SYN-0304,Finance,Finance,L2,Dubai,Man,International,Permanent,2023-04-21,2024-08-08,Exited,12700,14300,0.888,2,57,31,4,No,No
UAE-SYN-0305,Finance,Finance,L3,Dubai,Woman,International,Permanent,2019-12-22,,Active,21200,21600,0.981,2,57,14,8,No,
UAE-SYN-0306,Operations,Operations,L1,Dubai,Man,International,Permanent,2023-04-09,,Active,7200,7200,1.0,2,61,43,6,No,
UAE-SYN-0307,Sales,Commercial,L2,Sharjah,Man,International,Permanent,2016-03-08,,Active,13800,12700,1.087,3,79,3,7,No,
UAE-SYN-0308,Finance,Finance,L4,Abu Dhabi,Man,International,Permanent,2018-08-31,,Active,33700,32700,1.031,3,76,32,8,No,
UAE-SYN-0309,Technology,Technology,L3,Sharjah,Man,International,Fixed-term,2022-05-12,2024-11-24,Exited,29900,27000,1.107,3,68,39,7,Yes,Yes
UAE-SYN-0310,Operations,Operations,L3,Sharjah,Man,International,Permanent,2019-05-05,,Active,17100,16900,1.012,4,90,41,4,No,
UAE-SYN-0311,Customer Experience,Customer Experience,L2,Dubai,Woman,International,Fixed-term,2017-01-03,,Active,10100,10500,0.962,4,83,19,6,No,
UAE-SYN-0312,Operations,Operations,L2,Dubai,Man,International,Permanent,2019-09-09,,Active,13200,11200,1.179,5,94,39,6,No,
UAE-SYN-0313,Operations,Operations,L4,Dubai,Man,International,Permanent,2018-01-03,,Active,26200,25600,1.023,3,72,47,8,No,
UAE-SYN-0314,Sales,Commercial,L1,Abu Dhabi,Woman,International,Permanent,2024-02-06,,Active,7900,8200,0.963,3,89,50,8,No,
UAE-SYN-0315,Sales,Commercial,L3,Dubai,Woman,International,Permanent,2020-01-29,,Active,17100,19300,0.886,4,79,12,8,Yes,
UAE-SYN-0316,Finance,Finance,L1,Abu Dhabi,Man,International,Permanent,2020-12-30,,Active,9800,9200,1.065,5,96,34,4,No,
UAE-SYN-0317,Operations,Operations,L3,Dubai,Man,International,Permanent,2024-10-07,,Active,17300,16900,1.024,4,59,31,4,Yes,
UAE-SYN-0318,Technology,Technology,L3,Abu Dhabi,Man,International,Permanent,2017-07-20,2024-12-03,Exited,29800,27000,1.104,3,46,19,8,No,No
UAE-SYN-0319,Technology,Technology,L1,Abu Dhabi,Man,International,Permanent,2021-08-19,,Active,11000,11500,0.957,3,35,27,2,No,
UAE-SYN-0320,People & Culture,People & Culture,L1,Abu Dhabi,Man,International,Permanent,2021-08-02,,Active,8600,8400,1.024,3,55,48,9,No,
UAE-SYN-0321,Operations,Operations,L3,Dubai,Man,International,Permanent,2019-08-24,,Active,15900,16900,0.941,4,83,26,6,No,
UAE-SYN-0322,People & Culture,People & Culture,L3,Sharjah,Woman,International,Permanent,2025-03-30,,Active,18100,19700,0.919,3,84,28,7,No,
UAE-SYN-0323,Customer Experience,Customer Experience,L2,Dubai,Woman,International,Fixed-term,2024-10-30,2025-12-23,Exited,9700,10500,0.924,4,73,51,1,No,Yes
UAE-SYN-0324,Sales,Commercial,L1,Dubai,Woman,International,Permanent,2024-11-21,,Active,7800,8200,0.951,3,63,28,4,Yes,
UAE-SYN-0325,Sales,Commercial,L3,Dubai,Woman,International,Permanent,2021-02-05,2025-08-20,Exited,18800,19300,0.974,2,51,34,6,Yes,Yes
UAE-SYN-0326,Finance,Finance,L2,Dubai,Woman,International,Permanent,2018-01-09,,Active,14400,14300,1.007,3,80,46,8,No,
UAE-SYN-0327,Technology,Technology,L3,Dubai,Man,UAE National,Permanent,2022-02-26,,Active,28700,27000,1.063,5,69,54,9,No,
UAE-SYN-0328,People & Culture,People & Culture,L2,Dubai,Woman,International,Permanent,2025-06-26,,Active,12600,13000,0.969,4,71,30,5,Yes,
UAE-SYN-0329,Sales,Commercial,L2,Dubai,Woman,International,Permanent,2020-12-11,2025-02-16,Exited,14100,12700,1.11,4,71,24,3,No,Yes
UAE-SYN-0330,Sales,Commercial,L1,Dubai,Man,International,Permanent,2020-02-28,,Active,8100,8200,0.988,3,77,41,5,No,
UAE-SYN-0331,Finance,Finance,L2,Abu Dhabi,Woman,International,Permanent,2016-09-22,,Active,13400,14300,0.937,4,65,22,8,No,
UAE-SYN-0332,Operations,Operations,L1,Dubai,Man,International,Permanent,2018-10-14,2026-01-08,Exited,7300,7200,1.014,4,66,43,7,No,Yes
UAE-SYN-0333,Operations,Operations,L3,Dubai,Woman,International,Permanent,2022-03-24,,Active,17400,16900,1.03,5,88,8,7,Yes,
UAE-SYN-0334,People & Culture,People & Culture,L1,Dubai,Woman,UAE National,Permanent,2022-12-06,,Active,7600,8400,0.905,4,82,36,7,No,
UAE-SYN-0335,People & Culture,People & Culture,L1,Dubai,Man,International,Permanent,2019-04-14,,Active,7100,8400,0.845,4,74,34,7,No,
UAE-SYN-0336,Sales,Commercial,L2,Abu Dhabi,Woman,International,Fixed-term,2016-10-30,,Active,13800,12700,1.087,3,55,38,5,No,
UAE-SYN-0337,Technology,Technology,L1,Abu Dhabi,Woman,UAE National,Permanent,2017-10-30,,Active,10700,11500,0.93,4,59,13,6,No,
UAE-SYN-0338,Operations,Operations,L4,Dubai,Woman,International,Permanent,2025-09-07,,Active,24800,25600,0.969,5,77,25,4,No,
UAE-SYN-0339,Sales,Commercial,L1,Dubai,Man,International,Permanent,2018-07-25,,Active,7600,8200,0.927,3,82,22,8,No,
UAE-SYN-0340,Sales,Commercial,L2,Dubai,Woman,International,Permanent,2021-03-03,2025-08-10,Exited,12600,12700,0.992,4,73,22,7,No,Yes
UAE-SYN-0341,Sales,Commercial,L2,Dubai,Man,International,Permanent,2017-01-05,,Active,14900,12700,1.173,2,75,46,14,No,
UAE-SYN-0342,Finance,Finance,L1,Dubai,Man,UAE National,Permanent,2020-06-06,,Active,8900,9200,0.967,3,73,8,2,No,
UAE-SYN-0343,Sales,Commercial,L1,Dubai,Man,International,Permanent,2023-02-13,,Active,6800,8200,0.829,4,76,8,1,No,
UAE-SYN-0344,Sales,Commercial,L2,Dubai,Woman,International,Permanent,2019-03-29,2025-07-09,Exited,13300,12700,1.047,4,80,19,11,No,Yes
UAE-SYN-0345,Finance,Finance,L1,Abu Dhabi,Woman,International,Permanent,2020-09-15,,Active,10100,9200,1.098,2,62,32,6,No,
UAE-SYN-0346,Finance,Finance,L1,Dubai,Man,International,Permanent,2018-03-15,,Active,9900,9200,1.076,4,88,38,0,No,
UAE-SYN-0347,Customer Experience,Customer Experience,L2,Dubai,Woman,International,Permanent,2020-08-11,,Active,11200,10500,1.067,4,80,25,9,No,
UAE-SYN-0348,Sales,Commercial,L2,Dubai,Man,UAE National,Permanent,2020-06-14,,Active,12900,12700,1.016,4,91,9,8,No,
UAE-SYN-0349,Technology,Technology,L2,Abu Dhabi,Man,International,Permanent,2018-05-12,,Active,16300,17800,0.916,4,59,29,8,No,
UAE-SYN-0350,Customer Experience,Customer Experience,L3,Dubai,Man,International,Fixed-term,2017-09-18,2025-04-28,Exited,16800,16000,1.05,2,71,12,0,Yes,Yes
UAE-SYN-0351,Operations,Operations,L3,Dubai,Man,International,Permanent,2022-03-04,,Active,14500,16900,0.858,3,61,30,14,No,
UAE-SYN-0352,Sales,Commercial,L2,Abu Dhabi,Man,UAE National,Permanent,2018-10-29,,Active,12500,12700,0.984,3,71,10,7,No,
UAE-SYN-0353,Technology,Technology,L2,Abu Dhabi,Man,UAE National,Permanent,2025-06-14,,Active,15700,17800,0.882,3,66,19,4,No,
UAE-SYN-0354,Technology,Technology,L1,Dubai,Woman,International,Permanent,2023-02-21,,Active,11200,11500,0.974,4,71,33,9,No,
UAE-SYN-0355,Technology,Technology,L2,Dubai,Woman,International,Permanent,2021-11-02,,Active,16300,17800,0.916,3,64,45,9,Yes,
UAE-SYN-0356,Sales,Commercial,L2,Dubai,Man,International,Permanent,2024-06-25,,Active,12500,12700,0.984,4,74,9,5,No,
UAE-SYN-0357,Operations,Operations,L2,Dubai,Man,International,Permanent,2018-06-21,,Active,12600,11200,1.125,4,65,19,7,No,
UAE-SYN-0358,Technology,Technology,L4,Sharjah,Woman,International,Permanent,2017-07-21,,Active,41000,40800,1.005,3,73,29,10,Yes,
UAE-SYN-0359,Sales,Commercial,L2,Sharjah,Man,UAE National,Permanent,2023-04-25,,Active,14500,12700,1.142,3,53,24,7,No,
UAE-SYN-0360,Operations,Operations,L2,Dubai,Man,International,Permanent,2024-01-15,,Active,10200,11200,0.911,3,86,9,4,No,
UAE-SYN-0361,Technology,Technology,L3,Sharjah,Woman,International,Permanent,2025-11-03,,Active,23100,27000,0.856,3,60,31,9,No,
UAE-SYN-0362,Sales,Commercial,L1,Dubai,Man,UAE National,Permanent,2021-05-02,,Active,7900,8200,0.963,2,73,32,5,No,
UAE-SYN-0363,Technology,Technology,L4,Dubai,Man,International,Permanent,2022-11-15,,Active,39600,40800,0.971,4,85,3,7,Yes,
UAE-SYN-0364,Technology,Technology,L2,Dubai,Man,International,Permanent,2016-11-02,,Active,17700,17800,0.994,2,69,16,7,Yes,
UAE-SYN-0365,Customer Experience,Customer Experience,L2,Dubai,Woman,International,Permanent,2020-03-03,2025-09-15,Exited,9800,10500,0.933,3,95,24,5,No,No
UAE-SYN-0366,Operations,Operations,L4,Dubai,Woman,International,Permanent,2020-02-12,,Active,24000,25600,0.938,3,73,34,4,No,
UAE-SYN-0367,Sales,Commercial,L2,Abu Dhabi,Woman,International,Permanent,2022-01-11,,Active,10800,12700,0.85,3,59,20,6,No,
UAE-SYN-0368,Technology,Technology,L1,Dubai,Woman,International,Permanent,2017-11-05,,Active,10700,11500,0.93,3,81,36,5,No,
